cleaned_full_text,indexed_text
selain tiket masuk tempat wisata kota tua yang terjangkau kawasan ini juga mudah diakses dengan transportasi umum seperti krl dan transjakarta,[0]selain [1]tiket [2]masuk [3]tempat [4]wisata [5]kota [6]tua [7]yang [8]terjangkau [9]kawasan [10]ini [11]juga [12]mudah [13]diakses [14]dengan [15]transportasi [16]umum [17]seperti [18]krl [19]dan [20]transjakarta
pertama kalinya ngelawan arah di jalur busway karena ada isilop bodoh bgt,[0]pertama [1]kalinya [2]ngelawan [3]arah [4]di [5]jalur [6]busway [7]karena [8]ada [9]isilop [10]bodoh [11]bgt
bete banget anjing dah lari ngejar busway dah diteriakin tahan tahan tapi petugas tj deket busway malah nyuruh jalan bodoh gw jadi nunggu lg bjir buang waktu gw aja,[0]bete [1]banget [2]anjing [3]dah [4]lari [5]ngejar [6]busway [7]dah [8]diteriakin [9]tahan [10]tahan [11]tapi [12]petugas [13]tj [14]deket [15]busway [16]malah [17]nyuruh [18]jalan [19]bodoh [20]gw [21]jadi [22]nunggu [23]lg [24]bjir [25]buang [26]waktu [27]gw [28]aja
serius nanya kopaja sm metro mini emng masih ada antara gue jarang liat atau mereka yg udh gk ada soalnya gue liatnya kalau gk tj angkot bajaj bemo beberapa trs mayasari bakti,[0]serius [1]nanya [2]kopaja [3]sm [4]metro [5]mini [6]emng [7]masih [8]ada [9]antara [10]gue [11]jarang [12]liat [13]atau [14]mereka [15]yg [16]udh [17]gk [18]ada [19]soalnya [20]gue [21]liatnya [22]kalau [23]gk [24]tj [25]angkot [26]bajaj [27]bemo [28]beberapa [29]trs [30]mayasari [31]bakti
hai kak mohon maaf atas ketidaknyamanannya atas informasi dan laporan yang di sampaikan akan kami kroscek dan menjadi bahan evaluasi agar pramudi tsb tidak mengulanginya kembali agar terciptanya kenyamanan dalam menggunakan layanan transjakarta terima kasih dps,[0]hai [1]kak [2]mohon [3]maaf [4]atas [5]ketidaknyamanannya [6]atas [7]informasi [8]dan [9]laporan [10]yang [11]di [12]sampaikan [13]akan [14]kami [15]kroscek [16]dan [17]menjadi [18]bahan [19]evaluasi [20]agar [21]pramudi [22]tsb [23]tidak [24]mengulanginya [25]kembali [26]agar [27]terciptanya [28]kenyamanan [29]dalam [30]menggunakan [31]layanan [32]transjakarta [33]terima [34]kasih [35]dps
tempat nongkrong gue juga sekarang tuh jpo tj stasiun sama minimarket di stasiun sih kalo nggak duduk di kursi pijet bayar rb sambil ngeliatin orangorang larilarian ngejar kereta atau ngejar jemputan balik,[0]tempat [1]nongkrong [2]gue [3]juga [4]sekarang [5]tuh [6]jpo [7]tj [8]stasiun [9]sama [10]minimarket [11]di [12]stasiun [13]sih [14]kalo [15]nggak [16]duduk [17]di [18]kursi [19]pijet [20]bayar [21]rb [22]sambil [23]ngeliatin [24]orangorang [25]larilarian [26]ngejar [27]kereta [28]atau [29]ngejar [30]jemputan [31]balik
masih bingung sama estimasi pengembalian dana dari vendor udah bulan laporan saya dianggurin sebenarnya tiket laporannya dikasih untuk apa kalo nggak ada tindaklanjut,[0]masih [1]bingung [2]sama [3]estimasi [4]pengembalian [5]dana [6]dari [7]vendor [8]udah [9]bulan [10]laporan [11]saya [12]dianggurin [13]sebenarnya [14]tiket [15]laporannya [16]dikasih [17]untuk [18]apa [19]kalo [20]nggak [21]ada [22]tindaklanjut
hai kak mohon maaf menunggu mohon info lokasi menunggu saat ini satu bus rute d tersedia di jl karya utama dan bus berikutnya tersedia di jogloyuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih rj,[0]hai [1]kak [2]mohon [3]maaf [4]menunggu [5]mohon [6]info [7]lokasi [8]menunggu [9]saat [10]ini [11]satu [12]bus [13]rute [14]d [15]tersedia [16]di [17]jl [18]karya [19]utama [20]dan [21]bus [22]berikutnya [23]tersedia [24]di [25]jogloyuk [26]unduh [27]aplikasi [28]versi [29]terbarunya [30]aplikasi [31]tj [32]transjakarta [33]ya [34]kak [35]terima [36]kasih [37]rj
ya allah ban busway yg gue naikin pecah,[0]ya [1]allah [2]ban [3]busway [4]yg [5]gue [6]naikin [7]pecah
ada acara hut tni besok begini cara ke monas naik angkutan umum transjakarta cuma bayar rp via lrt rp boong ini buktinya,[0]ada [1]acara [2]hut [3]tni [4]besok [5]begini [6]cara [7]ke [8]monas [9]naik [10]angkutan [11]umum [12]transjakarta [13]cuma [14]bayar [15]rp [16]via [17]lrt [18]rp [19]boong [20]ini [21]buktinya
humor hari ini pulang kantor ngide naik busway ke ampera sambung jaklingko pede naik ternyata ini jurusan ps minggu aing harusnya naik yg ke ciganjur dan skrg harus nyambung naik krl di stasiun ps minggu yg mana busway pertama itu lewatin stasiun juga,[0]humor [1]hari [2]ini [3]pulang [4]kantor [5]ngide [6]naik [7]busway [8]ke [9]ampera [10]sambung [11]jaklingko [12]pede [13]naik [14]ternyata [15]ini [16]jurusan [17]ps [18]minggu [19]aing [20]harusnya [21]naik [22]yg [23]ke [24]ciganjur [25]dan [26]skrg [27]harus [28]nyambung [29]naik [30]krl [31]di [32]stasiun [33]ps [34]minggu [35]yg [36]mana [37]busway [38]pertama [39]itu [40]lewatin [41]stasiun [42]juga
hidup kadang di busway arah grogol kadang di bus arah ubud,[0]hidup [1]kadang [2]di [3]busway [4]arah [5]grogol [6]kadang [7]di [8]bus [9]arah [10]ubud
jirrr kocak ngets ada org naik sepeda di jalur busway,[0]jirrr [1]kocak [2]ngets [3]ada [4]org [5]naik [6]sepeda [7]di [8]jalur [9]busway
demi apapun depan gw di busway ada yang lagi buka grindr download bokep layarnya terang bgt anjr,[0]demi [1]apapun [2]depan [3]gw [4]di [5]busway [6]ada [7]yang [8]lagi [9]buka [10]grindr [11]download [12]bokep [13]layarnya [14]terang [15]bgt [16]anjr
kalau mau ke pim naik tj dari purbet gimana ya sama baliknya gimana,[0]kalau [1]mau [2]ke [3]pim [4]naik [5]tj [6]dari [7]purbet [8]gimana [9]ya [10]sama [11]baliknya [12]gimana
saksi sebut pria yang adang bus transjakarta tak bawa sajam melainkan tongkat besi,[0]saksi [1]sebut [2]pria [3]yang [4]adang [5]bus [6]transjakarta [7]tak [8]bawa [9]sajam [10]melainkan [11]tongkat [12]besi
tebak halte yg bener kita ciuman di busway slurp slurp slurp kecup aku sayang gtlt,[0]tebak [1]halte [2]yg [3]bener [4]kita [5]ciuman [6]di [7]busway [8]slurp [9]slurp [10]slurp [11]kecup [12]aku [13]sayang [14]gtlt
halo bapak ibu kakak adik tolong perbanyak unit d khususnya di hari kerja dan pagi hari soalnya saya udah kegencet kali minggu ini,[0]halo [1]bapak [2]ibu [3]kakak [4]adik [5]tolong [6]perbanyak [7]unit [8]d [9]khususnya [10]di [11]hari [12]kerja [13]dan [14]pagi [15]hari [16]soalnya [17]saya [18]udah [19]kegencet [20]kali [21]minggu [22]ini
gais kalo gw dari bandung naik whoosh ke halim nanti lanjut transportasinya naik apa ya arah pancoran gatsu krl busway mrt lrt atau apa kasih tau dong,[0]gais [1]kalo [2]gw [3]dari [4]bandung [5]naik [6]whoosh [7]ke [8]halim [9]nanti [10]lanjut [11]transportasinya [12]naik [13]apa [14]ya [15]arah [16]pancoran [17]gatsu [18]krl [19]busway [20]mrt [21]lrt [22]atau [23]apa [24]kasih [25]tau [26]dong
biasanya jam segini jak berjejer arah cipulir maupun lb bulus tapi sejak ada pemutusan kontrak transjakarta dengan pihak operator mikrotrans dari operator mikrolet yang agak bermasalah management koperasi maupun pramudinya sekarang rute jak jadi jarang armadanya,[0]biasanya [1]jam [2]segini [3]jak [4]berjejer [5]arah [6]cipulir [7]maupun [8]lb [9]bulus [10]tapi [11]sejak [12]ada [13]pemutusan [14]kontrak [15]transjakarta [16]dengan [17]pihak [18]operator [19]mikrotrans [20]dari [21]operator [22]mikrolet [23]yang [24]agak [25]bermasalah [26]management [27]koperasi [28]maupun [29]pramudinya [30]sekarang [31]rute [32]jak [33]jadi [34]jarang [35]armadanya
ac busway dingin banget anjibg ga kuat gua sampe gemeter,[0]ac [1]busway [2]dingin [3]banget [4]anjibg [5]ga [6]kuat [7]gua [8]sampe [9]gemeter
bus paspampres rem blong berakhir tabrak halte transjakarta petamburan,[0]bus [1]paspampres [2]rem [3]blong [4]berakhir [5]tabrak [6]halte [7]transjakarta [8]petamburan
min dari jiexpo kemayoran ke pgc naik apaaa,[0]min [1]dari [2]jiexpo [3]kemayoran [4]ke [5]pgc [6]naik [7]apaaa
posisi tj priok sdah tersingkir,[0]posisi [1]tj [2]priok [3]sdah [4]tersingkir
bingung deh besok mau pake baju apa yaa ak pengen pake rok tapi naik tj huhuhu,[0]bingung [1]deh [2]besok [3]mau [4]pake [5]baju [6]apa [7]yaa [8]ak [9]pengen [10]pake [11]rok [12]tapi [13]naik [14]tj [15]huhuhu
sore admin saran untuk halte rawamangun unj tolong disediakan mesin tap portable karena setiap hari pasti antri buat tap inout dan itu bisa menit sendiri antriannya krn harus keluar masuk smg bisa diadakan yg portable buat mecah antrian keluarmasuk hlt,[0]sore [1]admin [2]saran [3]untuk [4]halte [5]rawamangun [6]unj [7]tolong [8]disediakan [9]mesin [10]tap [11]portable [12]karena [13]setiap [14]hari [15]pasti [16]antri [17]buat [18]tap [19]inout [20]dan [21]itu [22]bisa [23]menit [24]sendiri [25]antriannya [26]krn [27]harus [28]keluar [29]masuk [30]smg [31]bisa [32]diadakan [33]yg [34]portable [35]buat [36]mecah [37]antrian [38]keluarmasuk [39]hlt
pusinggg jugaa pulang naik busway,[0]pusinggg [1]jugaa [2]pulang [3]naik [4]busway
bisa ga ya bikin peraturan kendaraan pribadi yang melintasi jalur busway halal buat ditabrak bus dan depan busnya dibuat baja buat giling logam lumayan juga ngurangin kepadatan penduduk egois bebal,[0]bisa [1]ga [2]ya [3]bikin [4]peraturan [5]kendaraan [6]pribadi [7]yang [8]melintasi [9]jalur [10]busway [11]halal [12]buat [13]ditabrak [14]bus [15]dan [16]depan [17]busnya [18]dibuat [19]baja [20]buat [21]giling [22]logam [23]lumayan [24]juga [25]ngurangin [26]kepadatan [27]penduduk [28]egois [29]bebal
ini tj hnya mana yaaa tolong di ampera banyak orang nungguin h inii,[0]ini [1]tj [2]hnya [3]mana [4]yaaa [5]tolong [6]di [7]ampera [8]banyak [9]orang [10]nungguin [11]h [12]inii
anjir ya busway s dari pasarrebo busway nya lagi berenti lampu merah cuma jarak meter dari tmpt dia berenti haltenya eh ga bukain pintunya coba yaallah tega bener pdhl jarakny dkt bener dkt tpi ktnya udah jauh dari halte baru kali ini njay biasanya jg dibukain aja,[0]anjir [1]ya [2]busway [3]s [4]dari [5]pasarrebo [6]busway [7]nya [8]lagi [9]berenti [10]lampu [11]merah [12]cuma [13]jarak [14]meter [15]dari [16]tmpt [17]dia [18]berenti [19]haltenya [20]eh [21]ga [22]bukain [23]pintunya [24]coba [25]yaallah [26]tega [27]bener [28]pdhl [29]jarakny [30]dkt [31]bener [32]dkt [33]tpi [34]ktnya [35]udah [36]jauh [37]dari [38]halte [39]baru [40]kali [41]ini [42]njay [43]biasanya [44]jg [45]dibukain [46]aja
bismillah asgard shuttle open trip jakarta garut pp senin rabu jumat sabtu minggu garut jam keberangkatan alunalun tarogong alunalun tarogong rute tarogong kh hasan arief kadungora tol cileunyi rest area semanggi halte tj velbak,[0]bismillah [1]asgard [2]shuttle [3]open [4]trip [5]jakarta [6]garut [7]pp [8]senin [9]rabu [10]jumat [11]sabtu [12]minggu [13]garut [14]jam [15]keberangkatan [16]alunalun [17]tarogong [18]alunalun [19]tarogong [20]rute [21]tarogong [22]kh [23]hasan [24]arief [25]kadungora [26]tol [27]cileunyi [28]rest [29]area [30]semanggi [31]halte [32]tj [33]velbak
diajak papah ke kantornya di benhil naik feeder busway dari bsd ke ratu plaza naik busway turun di karet trus naik bemo ke bisnis indonesia,[0]diajak [1]papah [2]ke [3]kantornya [4]di [5]benhil [6]naik [7]feeder [8]busway [9]dari [10]bsd [11]ke [12]ratu [13]plaza [14]naik [15]busway [16]turun [17]di [18]karet [19]trus [20]naik [21]bemo [22]ke [23]bisnis [24]indonesia
halo admin sekarang koridor h udah nggak ngelewatin halte kejaksaan agung lagi ya,[0]halo [1]admin [2]sekarang [3]koridor [4]h [5]udah [6]nggak [7]ngelewatin [8]halte [9]kejaksaan [10]agung [11]lagi [12]ya
kesalahan berpikir liat noh jaman heru anggaran transjakarta malah dipotong rpmilyar buat beli mobil sama dibagi bagi angkutan umum rp itu sangat bisa kalo ga korupsi,[0]kesalahan [1]berpikir [2]liat [3]noh [4]jaman [5]heru [6]anggaran [7]transjakarta [8]malah [9]dipotong [10]rpmilyar [11]buat [12]beli [13]mobil [14]sama [15]dibagi [16]bagi [17]angkutan [18]umum [19]rp [20]itu [21]sangat [22]bisa [23]kalo [24]ga [25]korupsi
lah memek ketinggalan tj terakhir,[0]lah [1]memek [2]ketinggalan [3]tj [4]terakhir
halo sobatdamri damri bersinergi dengan transjakarta dengan menyediakan bus listrik sebagai moda transportasi pendukung mobilitas tamu negara selama prosesi pelantikan damriindonesiamaju ayonaikdamri damri damritakesyoueverywhere,[0]halo [1]sobatdamri [2]damri [3]bersinergi [4]dengan [5]transjakarta [6]dengan [7]menyediakan [8]bus [9]listrik [10]sebagai [11]moda [12]transportasi [13]pendukung [14]mobilitas [15]tamu [16]negara [17]selama [18]prosesi [19]pelantikan [20]damriindonesiamaju [21]ayonaikdamri [22]damri [23]damritakesyoueverywhere
oalah pantes tadi pagi itu tj tumben gak lewat manggarai mana macet bgt lagi jalannya,[0]oalah [1]pantes [2]tadi [3]pagi [4]itu [5]tj [6]tumben [7]gak [8]lewat [9]manggarai [10]mana [11]macet [12]bgt [13]lagi [14]jalannya
total nunggu hampir setengah jam alias menit at this point headway tj menit di kota yg harusnya serba cepet sat set sat set udah terhitung jahat sih,[0]total [1]nunggu [2]hampir [3]setengah [4]jam [5]alias [6]menit [7]at [8]this [9]point [10]headway [11]tj [12]menit [13]di [14]kota [15]yg [16]harusnya [17]serba [18]cepet [19]sat [20]set [21]sat [22]set [23]udah [24]terhitung [25]jahat [26]sih
aaaaaa nungguin tj mnt ga dateng suuu biasanya mnt udh datenggggggg aaaaaaaaaaa,[0]aaaaaa [1]nungguin [2]tj [3]mnt [4]ga [5]dateng [6]suuu [7]biasanya [8]mnt [9]udh [10]datenggggggg [11]aaaaaaaaaaa
jam skrg gue di stasiun ui mau ke tanjung barat beli parfum pengen bgt di aeon jam maksimal banget banget gue harus udah di halte tj or ill miss the last bus imma speed run this shit wml,[0]jam [1]skrg [2]gue [3]di [4]stasiun [5]ui [6]mau [7]ke [8]tanjung [9]barat [10]beli [11]parfum [12]pengen [13]bgt [14]di [15]aeon [16]jam [17]maksimal [18]banget [19]banget [20]gue [21]harus [22]udah [23]di [24]halte [25]tj [26]or [27]ill [28]miss [29]the [30]last [31]bus [32]imma [33]speed [34]run [35]this [36]shit [37]wml
hue tadi pagi jg naik tj disebelah rambutnya full ketombean trus dia garuk pala dan ketombenya jatoh ke celana gw trs gweh lgsg pindah takut dia ada kutunya jg mau nangis geli bgt kalo diinget,[0]hue [1]tadi [2]pagi [3]jg [4]naik [5]tj [6]disebelah [7]rambutnya [8]full [9]ketombean [10]trus [11]dia [12]garuk [13]pala [14]dan [15]ketombenya [16]jatoh [17]ke [18]celana [19]gw [20]trs [21]gweh [22]lgsg [23]pindah [24]takut [25]dia [26]ada [27]kutunya [28]jg [29]mau [30]nangis [31]geli [32]bgt [33]kalo [34]diinget
naik kai commuter line transjakarta mrt dan lrt jabodebek hanya rp oktober,[0]naik [1]kai [2]commuter [3]line [4]transjakarta [5]mrt [6]dan [7]lrt [8]jabodebek [9]hanya [10]rp [11]oktober
halo apakah h masih mengambil penumpang dari halte bus pengumpan selapa,[0]halo [1]apakah [2]h [3]masih [4]mengambil [5]penumpang [6]dari [7]halte [8]bus [9]pengumpan [10]selapa
mobil tolol masuk jalur busway trs hampir nyerempet tj gue hadehhhh,[0]mobil [1]tolol [2]masuk [3]jalur [4]busway [5]trs [6]hampir [7]nyerempet [8]tj [9]gue [10]hadehhhh
kalo di google map keliatan tj nya jalan bahkan udh lewat tapi aslinya gak nongol ini ada aplikasi yg akurat bisa liat bus ada dimana gak sih,[0]kalo [1]di [2]google [3]map [4]keliatan [5]tj [6]nya [7]jalan [8]bahkan [9]udh [10]lewat [11]tapi [12]aslinya [13]gak [14]nongol [15]ini [16]ada [17]aplikasi [18]yg [19]akurat [20]bisa [21]liat [22]bus [23]ada [24]dimana [25]gak [26]sih
nak naik transjakarta,[0]nak [1]naik [2]transjakarta
halo sobatdamri dalam rangka mendukung suksesnya pelantikan presiden dan wakil presiden ri terpilih damri bersinergi dengan transjakarta dengan menyediakan bus listrik damriindonesiamaju ayonaikdamri damri damritakesyoueverywhere,[0]halo [1]sobatdamri [2]dalam [3]rangka [4]mendukung [5]suksesnya [6]pelantikan [7]presiden [8]dan [9]wakil [10]presiden [11]ri [12]terpilih [13]damri [14]bersinergi [15]dengan [16]transjakarta [17]dengan [18]menyediakan [19]bus [20]listrik [21]damriindonesiamaju [22]ayonaikdamri [23]damri [24]damritakesyoueverywhere
terimakasih ya sudah mau menerima masukan dari kami nyaman banget koridor b kembali menggunakan bus lowdeck terimakasih banyak min,[0]terimakasih [1]ya [2]sudah [3]mau [4]menerima [5]masukan [6]dari [7]kami [8]nyaman [9]banget [10]koridor [11]b [12]kembali [13]menggunakan [14]bus [15]lowdeck [16]terimakasih [17]banyak [18]min
kyknya gue berhemat ga segininya deh pernah ditebengin senior tapi turunnya di halte busway besoknya nawarin bawa helm aja ntar dianterin ke dkt rumah karena rada searah gue tolak sih ngerasa ga enak dan ga pantes aja sebaiknya rekan kntor kan ttp ada batasan ya,[0]kyknya [1]gue [2]berhemat [3]ga [4]segininya [5]deh [6]pernah [7]ditebengin [8]senior [9]tapi [10]turunnya [11]di [12]halte [13]busway [14]besoknya [15]nawarin [16]bawa [17]helm [18]aja [19]ntar [20]dianterin [21]ke [22]dkt [23]rumah [24]karena [25]rada [26]searah [27]gue [28]tolak [29]sih [30]ngerasa [31]ga [32]enak [33]dan [34]ga [35]pantes [36]aja [37]sebaiknya [38]rekan [39]kntor [40]kan [41]ttp [42]ada [43]batasan [44]ya
ikut emosi ya allah kok pemerintah goblok justru adanya mrt sama busway orang jd punya dua opsi kalo cuma satu doang bisa ada penumpukan apalagi kalo rush hour,[0]ikut [1]emosi [2]ya [3]allah [4]kok [5]pemerintah [6]goblok [7]justru [8]adanya [9]mrt [10]sama [11]busway [12]orang [13]jd [14]punya [15]dua [16]opsi [17]kalo [18]cuma [19]satu [20]doang [21]bisa [22]ada [23]penumpukan [24]apalagi [25]kalo [26]rush [27]hour
udah berangkatt pagi biar gak telat malah grgr nungguin tj nya yg lamaaaaa bgt ini tau gitu gue naik gojeeekkkkk,[0]udah [1]berangkatt [2]pagi [3]biar [4]gak [5]telat [6]malah [7]grgr [8]nungguin [9]tj [10]nya [11]yg [12]lamaaaaa [13]bgt [14]ini [15]tau [16]gitu [17]gue [18]naik [19]gojeeekkkkk
di toilet disabilitas luas banget ya kalau di halte busway mon maaf buru buru banget untung gak ada gedor gedor,[0]di [1]toilet [2]disabilitas [3]luas [4]banget [5]ya [6]kalau [7]di [8]halte [9]busway [10]mon [11]maaf [12]buru [13]buru [14]banget [15]untung [16]gak [17]ada [18]gedor [19]gedor
apresiasi koridor susah sinyal dikasi wifi yg kenceng ga ke putus putus mantep,[0]apresiasi [1]koridor [2]susah [3]sinyal [4]dikasi [5]wifi [6]yg [7]kenceng [8]ga [9]ke [10]putus [11]putus [12]mantep
anjr ga expect pd ngemper di depan pi ngeliat dr dalem busway,[0]anjr [1]ga [2]expect [3]pd [4]ngemper [5]di [6]depan [7]pi [8]ngeliat [9]dr [10]dalem [11]busway
situasi arus laluintas di ruas tol wiyoto wiyono simpang cawang dari arah tj priok menuju tol dalam kota cikampek dan jagorawi maupun arah sebaliknya terpantau ramai lancar,[0]situasi [1]arus [2]laluintas [3]di [4]ruas [5]tol [6]wiyoto [7]wiyono [8]simpang [9]cawang [10]dari [11]arah [12]tj [13]priok [14]menuju [15]tol [16]dalam [17]kota [18]cikampek [19]dan [20]jagorawi [21]maupun [22]arah [23]sebaliknya [24]terpantau [25]ramai [26]lancar
gk ada yg lbih act of service drp abang tj yang megangin pintu smpe gw masuk bus padahal gw msih jauh,[0]gk [1]ada [2]yg [3]lbih [4]act [5]of [6]service [7]drp [8]abang [9]tj [10]yang [11]megangin [12]pintu [13]smpe [14]gw [15]masuk [16]bus [17]padahal [18]gw [19]msih [20]jauh
back to manggarai dan tn abang krn jam segini tj udh gak adaaaaa,[0]back [1]to [2]manggarai [3]dan [4]tn [5]abang [6]krn [7]jam [8]segini [9]tj [10]udh [11]gak [12]adaaaaa
ahhh di magkanta palagi by tj monterde bi ma inlove sok dugaaaang,[0]ahhh [1]di [2]magkanta [3]palagi [4]by [5]tj [6]monterde [7]bi [8]ma [9]inlove [10]sok [11]dugaaaang
gilak udh bener bgt naik lrt woyy bayangin kl tadi naik tj ada dan pas turun di halte tenda hujan hujanan,[0]gilak [1]udh [2]bener [3]bgt [4]naik [5]lrt [6]woyy [7]bayangin [8]kl [9]tadi [10]naik [11]tj [12]ada [13]dan [14]pas [15]turun [16]di [17]halte [18]tenda [19]hujan [20]hujanan
woi mimpi apa ya jam segini udah sampe manggarai biasanya jam segini masih stuck nungguin busway damn hikmah tapping kartu kaya uler,[0]woi [1]mimpi [2]apa [3]ya [4]jam [5]segini [6]udah [7]sampe [8]manggarai [9]biasanya [10]jam [11]segini [12]masih [13]stuck [14]nungguin [15]busway [16]damn [17]hikmah [18]tapping [19]kartu [20]kaya [21]uler
lm banget transjakarta ini huft,[0]lm [1]banget [2]transjakarta [3]ini [4]huft
cipete pik jam gojekmrttransjakarta total ongkos rp pik cipete jam transjakartamrtgojek total ongkos rp sebuah side quest,[0]cipete [1]pik [2]jam [3]gojekmrttransjakarta [4]total [5]ongkos [6]rp [7]pik [8]cipete [9]jam [10]transjakartamrtgojek [11]total [12]ongkos [13]rp [14]sebuah [15]side [16]quest
hidup berjalan seperti bajingan dan saldo emoney kepotong x di,[0]hidup [1]berjalan [2]seperti [3]bajingan [4]dan [5]saldo [6]emoney [7]kepotong [8]x [9]di
buat lu semua yang suka berdiri didepan pintu busway kalo gamau turun tuh minimal minggir anjing jaangan diem aja didepan pintu kek orang tolol,[0]buat [1]lu [2]semua [3]yang [4]suka [5]berdiri [6]didepan [7]pintu [8]busway [9]kalo [10]gamau [11]turun [12]tuh [13]minimal [14]minggir [15]anjing [16]jaangan [17]diem [18]aja [19]didepan [20]pintu [21]kek [22]orang [23]tolol
transjakarta dari senayan ke cawang cikoko menit kor ini memang sdh ada jalur khusus tapi bottlenecknya banyak perempatan pintu tol dll kalo boleh usul mending bikin halte simpang kuningan di flyover sekalian yg gede kyk csw karena lewat bawah itu macet banget,[0]transjakarta [1]dari [2]senayan [3]ke [4]cawang [5]cikoko [6]menit [7]kor [8]ini [9]memang [10]sdh [11]ada [12]jalur [13]khusus [14]tapi [15]bottlenecknya [16]banyak [17]perempatan [18]pintu [19]tol [20]dll [21]kalo [22]boleh [23]usul [24]mending [25]bikin [26]halte [27]simpang [28]kuningan [29]di [30]flyover [31]sekalian [32]yg [33]gede [34]kyk [35]csw [36]karena [37]lewat [38]bawah [39]itu [40]macet [41]banget
viral bang jago bawa sajam hadang transjakarta di sarinah polisi turun tangan,[0]viral [1]bang [2]jago [3]bawa [4]sajam [5]hadang [6]transjakarta [7]di [8]sarinah [9]polisi [10]turun [11]tangan
halo saya naik koridor dmr tujuan awal ke tj priok tapi di halte sunter kelapa gading dialihkan semua penumpang karena bus nya ke arah prj jangan seenaknya bikin aturan dong komit kayak naik angkot aja tibatiba turun di tengah goblok,[0]halo [1]saya [2]naik [3]koridor [4]dmr [5]tujuan [6]awal [7]ke [8]tj [9]priok [10]tapi [11]di [12]halte [13]sunter [14]kelapa [15]gading [16]dialihkan [17]semua [18]penumpang [19]karena [20]bus [21]nya [22]ke [23]arah [24]prj [25]jangan [26]seenaknya [27]bikin [28]aturan [29]dong [30]komit [31]kayak [32]naik [33]angkot [34]aja [35]tibatiba [36]turun [37]di [38]tengah [39]goblok
daily life anak rantau jakarta naik busway idr makan risol mayo pcs buat sarapan idr makan siang di kantor idr pulang busway idr makan warteg idr ngepas anjir,[0]daily [1]life [2]anak [3]rantau [4]jakarta [5]naik [6]busway [7]idr [8]makan [9]risol [10]mayo [11]pcs [12]buat [13]sarapan [14]idr [15]makan [16]siang [17]di [18]kantor [19]idr [20]pulang [21]busway [22]idr [23]makan [24]warteg [25]idr [26]ngepas [27]anjir
pertama ada unit vintage ppd edition yang dioperasikan oleh swakelola transjakarta tj unit ini di mulai dari nomor body tj amp tj tj tj tj tj tj tj tj tj tj amp tj,[0]pertama [1]ada [2]unit [3]vintage [4]ppd [5]edition [6]yang [7]dioperasikan [8]oleh [9]swakelola [10]transjakarta [11]tj [12]unit [13]ini [14]di [15]mulai [16]dari [17]nomor [18]body [19]tj [20]amp [21]tj [22]tj [23]tj [24]tj [25]tj [26]tj [27]tj [28]tj [29]tj [30]tj [31]amp [32]tj
ini supir tj yg w naikin ngebut bgt ajg,[0]ini [1]supir [2]tj [3]yg [4]w [5]naikin [6]ngebut [7]bgt [8]ajg
baru tahu perbedaan transjakarta metrotrans minitrans mikrotrans dan semua yg ada di jkt tidak terafiliasi oleh teman bus kemenhub ternyata ruwet tapi jelas sasaran dan jalurnya,[0]baru [1]tahu [2]perbedaan [3]transjakarta [4]metrotrans [5]minitrans [6]mikrotrans [7]dan [8]semua [9]yg [10]ada [11]di [12]jkt [13]tidak [14]terafiliasi [15]oleh [16]teman [17]bus [18]kemenhub [19]ternyata [20]ruwet [21]tapi [22]jelas [23]sasaran [24]dan [25]jalurnya
meleng dikit minho naik busway,[0]meleng [1]dikit [2]minho [3]naik [4]busway
entrance banding wkwk pintu masuk monas cuma ga integrasi sama halte transjakarta tapi terlihat dekat sebagai orang luar pengennya ada akses yang gampang ke stasiun gambir sih toh ring harusnya pindah ikn yah masih lama juga sih fase a cp aja baru,[0]entrance [1]banding [2]wkwk [3]pintu [4]masuk [5]monas [6]cuma [7]ga [8]integrasi [9]sama [10]halte [11]transjakarta [12]tapi [13]terlihat [14]dekat [15]sebagai [16]orang [17]luar [18]pengennya [19]ada [20]akses [21]yang [22]gampang [23]ke [24]stasiun [25]gambir [26]sih [27]toh [28]ring [29]harusnya [30]pindah [31]ikn [32]yah [33]masih [34]lama [35]juga [36]sih [37]fase [38]a [39]cp [40]aja [41]baru
ada truk tentara mogok di lajur transjakarta zzz di sudirman pulak,[0]ada [1]truk [2]tentara [3]mogok [4]di [5]lajur [6]transjakarta [7]zzz [8]di [9]sudirman [10]pulak
wawh nunggu sampai menit ga datangdatang juga ya jak di jalan pesing,[0]wawh [1]nunggu [2]sampai [3]menit [4]ga [5]datangdatang [6]juga [7]ya [8]jak [9]di [10]jalan [11]pesing
min knp ya armada c lebih banyak dibanding e padahal yg naik c jg ga sampe org inimah e klo nunggu bus sampe menit udh gitu selalu penuh klo dipalmerah bisa ga klo abis kasih komen tuh di evaluasi jgn cuma diliatin doang,[0]min [1]knp [2]ya [3]armada [4]c [5]lebih [6]banyak [7]dibanding [8]e [9]padahal [10]yg [11]naik [12]c [13]jg [14]ga [15]sampe [16]org [17]inimah [18]e [19]klo [20]nunggu [21]bus [22]sampe [23]menit [24]udh [25]gitu [26]selalu [27]penuh [28]klo [29]dipalmerah [30]bisa [31]ga [32]klo [33]abis [34]kasih [35]komen [36]tuh [37]di [38]evaluasi [39]jgn [40]cuma [41]diliatin [42]doang
